Question ID,content,answer,correct_format,coerce,Reasoning,Answer,A,B,C,D
10,"{
""Reasoning"": ""The passage focuses on women's decision about joining the 'procession of educated men' - entering traditionally male-dominated institutions and professions. The author repeatedly asks questions like 'do we wish to join that procession, or don't we?' and 'On what terms shall we join that procession?' This clearly indicates that educated women face a choice about how to engage with existing institutions."",
""Answer"": ""A"",
""A"": 0.85,
""B"": 0.05,
""C"": 0.05,
""D"": 0.05
}",A,True,True,"The passage focuses on women's decision about joining the 'procession of educated men' - entering traditionally male-dominated institutions and professions. The author repeatedly asks questions like 'do we wish to join that procession, or don't we?' and 'On what terms shall we join that procession?' This clearly indicates that educated women face a choice about how to engage with existing institutions.",A,0.85,0.05,0.05,0.05
11,"{
""Reasoning"": ""The passage begins by describing a bridge over the Thames as 'an admirable vantage ground for us to make a survey.' From there, the narrator can see the city, Westminster, and the Houses of Parliament. The author explicitly states it's 'a place to stand on by the hour, dreaming. But not now. Now we are pressed for time. Now we are here to consider facts; now we must fix our eyes upon the procession-the procession of the sons of educated men.' This clearly indicates the bridge is chosen as a vantage point to observe the metaphorical procession."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.8,
""C"": 0.05,
""D"": 0.05
}",B,True,True,"The passage begins by describing a bridge over the Thames as 'an admirable vantage ground for us to make a survey.' From there, the narrator can see the city, Westminster, and the Houses of Parliament. The author explicitly states it's 'a place to stand on by the hour, dreaming. But not now. Now we are pressed for time. Now we are here to consider facts; now we must fix our eyes upon the procession-the procession of the sons of educated men.' This clearly indicates the bridge is chosen as a vantage point to observe the metaphorical procession.",B,0.1,0.8,0.05,0.05
12,"{
""Reasoning"": ""Woolf describes how women ('we') have begun joining the procession of educated men in the past twenty years. She states 'it is no longer a sight merely' that women passively observe, but something they actively participate in: 'trapesing along at the tail end of the procession, we go ourselves.' This indicates the procession has become less exclusionary by including women, who previously could only watch from windows."",
""Answer"": ""D"",
""A"": 0.1,
""B"": 0.05,
""C"": 0.05,
""D"": 0.8
}",D,True,True,"Woolf describes how women ('we') have begun joining the procession of educated men in the past twenty years. She states 'it is no longer a sight merely' that women passively observe, but something they actively participate in: 'trapesing along at the tail end of the procession, we go ourselves.' This indicates the procession has become less exclusionary by including women, who previously could only watch from windows.",D,0.1,0.05,0.05,0.8
13,"{
""Reasoning"": ""Passage 1 explicitly mentions that space mining companies may be 'meeting earthly demands for precious metals, such as platinum and gold, and the rare earth elements vital for personal electronics, such as yttrium and lanthanum' (lines 19-23). This directly supports option A, as it indicates space mining could provide materials important to Earth's economy, particularly rare earth elements needed for electronics."",
""Answer"": ""A"",
""A"": ""0.9"",
""B"": ""0.03"",
""C"": ""0.05"",
""D"": ""0.02""
}",A,True,True,"Passage 1 explicitly mentions that space mining companies may be 'meeting earthly demands for precious metals, such as platinum and gold, and the rare earth elements vital for personal electronics, such as yttrium and lanthanum' (lines 19-23). This directly supports option A, as it indicates space mining could provide materials important to Earth's economy, particularly rare earth elements needed for electronics.",A,0.9,0.03,0.05,0.02
14,"{
""Reasoning"": ""Passage 2 acknowledges the potential benefits of space mining ('mineral bounty and spin-off technologies could enrich us all') but emphasizes the need for careful consideration before proceeding. The author states 'we should pause for thought' and discusses environmental concerns, principles, and regulatory frameworks that need to be addressed. The passage doesn't claim space mining will encourage reckless environmental treatment, doesn't focus on resource replenishment issues, and doesn't discuss expert disagreement about commercial viability."",
""Answer"": ""B"",
""A"": ""0.05"",
""B"": ""0.85"",
""C"": ""0.05"",
""D"": ""0.05""
}",B,True,True,"Passage 2 acknowledges the potential benefits of space mining ('mineral bounty and spin-off technologies could enrich us all') but emphasizes the need for careful consideration before proceeding. The author states 'we should pause for thought' and discusses environmental concerns, principles, and regulatory frameworks that need to be addressed. The passage doesn't claim space mining will encourage reckless environmental treatment, doesn't focus on resource replenishment issues, and doesn't discuss expert disagreement about commercial viability.",B,0.05,0.85,0.05,0.05
15,"{
""Reasoning"": ""Passage 1 primarily describes the emerging space mining industry, its potential benefits, and various companies involved. Passage 2 acknowledges these developments but raises ethical, environmental, and regulatory concerns about space mining that weren't addressed in Passage 1. While not completely opposing space mining, Passage 2 clearly urges caution and consideration of broader implications that Passage 1 doesn't explore."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.1,
""C"": 0.2,
""D"": 0.65
}",D,True,True,"Passage 1 primarily describes the emerging space mining industry, its potential benefits, and various companies involved. Passage 2 acknowledges these developments but raises ethical, environmental, and regulatory concerns about space mining that weren't addressed in Passage 1. While not completely opposing space mining, Passage 2 clearly urges caution and consideration of broader implications that Passage 1 doesn't explore.",D,0.05,0.1,0.2,0.65
16,"{
""Reasoning"": ""Passage 1 implies that water might be more valuable than gold in space (lines 30-34), suggesting different value systems in space versus Earth. Passage 2 makes this point explicitly in lines 73-75: 'The resources that are valuable in orbit and beyond may be very different to those we prize on Earth.' This directly states what Passage 1 only implies through examples. The other options aren't explicitly stated in Passage 2 or implicitly in Passage 1."",
""Answer"": ""A"",
""A"": 0.9,
""B"": 0.03,
""C"": 0.05,
""D"": 0.02
}",A,True,True,"Passage 1 implies that water might be more valuable than gold in space (lines 30-34), suggesting different value systems in space versus Earth. Passage 2 makes this point explicitly in lines 73-75: 'The resources that are valuable in orbit and beyond may be very different to those we prize on Earth.' This directly states what Passage 1 only implies through examples. The other options aren't explicitly stated in Passage 2 or implicitly in Passage 1.",A,0.9,0.03,0.05,0.02
17,"{
""Reasoning"": ""The narrator is clearly one of Miss Spivey's students. Evidence includes: 'she assured us,' 'we all hung there,' and most definitively, 'all twenty-six of us across seven grade levels in the one room.' The narrator also mentions 'my little brother Ralphord' who is in the same classroom, confirming the narrator is a student. The narrator is not Miss Spivey (who is referred to in third person), not Miss Chandler (the predecessor), and while a community member, specifically a student."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.01,
""C"": 0.04,
""D"": 0.0
}",A,True,True,"The narrator is clearly one of Miss Spivey's students. Evidence includes: 'she assured us,' 'we all hung there,' and most definitively, 'all twenty-six of us across seven grade levels in the one room.' The narrator also mentions 'my little brother Ralphord' who is in the same classroom, confirming the narrator is a student. The narrator is not Miss Spivey (who is referred to in third person), not Miss Chandler (the predecessor), and while a community member, specifically a student.",A,0.95,0.01,0.04,0.0
18,"{
""Reasoning"": ""The passage describes Threestep, Georgia as a place where Miss Spivey was sent to 'bring democracy and education to the poorest, darkest, most remote and forgotten corner of America.' It has a one-room schoolhouse with students across seven grade levels, suggesting a small rural setting. The town is described as experiencing 'hard times' in 1938, and the citizens were excited by Miss Spivey's arrival, indicating a place where not much happens."",
""Answer"": ""B"",
""A"": 0.0,
""B"": 0.98,
""C"": 0.01,
""D"": 0.01
}",B,True,True,"The passage describes Threestep, Georgia as a place where Miss Spivey was sent to 'bring democracy and education to the poorest, darkest, most remote and forgotten corner of America.' It has a one-room schoolhouse with students across seven grade levels, suggesting a small rural setting. The town is described as experiencing 'hard times' in 1938, and the citizens were excited by Miss Spivey's arrival, indicating a place where not much happens.",B,0.0,0.98,0.01,0.01
19,"{
""Reasoning"": ""The passage states that Miss Spivey's remark about Georgia's heat being 'nothing' compared to Timbuktu's 119 degrees 'irritated some of the people gathered to welcome her.' The narrator explicitly explains: 'When folks are sweating through their shorts, they don't like to hear that this is nothing compared to someplace else.' This clearly indicates resentment because she's diminishing their experience of the heat."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.1,
""C"": 0.15,
""D"": 0.7
}",D,True,True,"The passage states that Miss Spivey's remark about Georgia's heat being 'nothing' compared to Timbuktu's 119 degrees 'irritated some of the people gathered to welcome her.' The narrator explicitly explains: 'When folks are sweating through their shorts, they don't like to hear that this is nothing compared to someplace else.' This clearly indicates resentment because she's diminishing their experience of the heat.",D,0.05,0.1,0.15,0.7
20,"{
""Reasoning"": ""The passage shows that Ralphord mispronounces 'Barnard' as 'Barnyard,' and Miss Spivey corrects him while explaining that Barnard is Columbia University's sister school, 'of which, she expected, we all had heard.' Later, she avoids Ralphord's eye when pausing for questions. This interaction reveals Miss Spivey's assumption that rural Georgia students would know about elite East Coast universities, showing her disconnect from their actual knowledge base."",
""Answer"": ""A"",
""A"": ""0.85"",
""B"": ""0.05"",
""C"": ""0.08"",
""D"": ""0.02""
}",A,True,True,"The passage shows that Ralphord mispronounces 'Barnard' as 'Barnyard,' and Miss Spivey corrects him while explaining that Barnard is Columbia University's sister school, 'of which, she expected, we all had heard.' Later, she avoids Ralphord's eye when pausing for questions. This interaction reveals Miss Spivey's assumption that rural Georgia students would know about elite East Coast universities, showing her disconnect from their actual knowledge base.",A,0.85,0.05,0.08,0.02
21,"{
""Reasoning"": ""The passage clearly states that Miss Spivey told a woman from the WPA that 'she wanted to bring democracy and education to the poorest, darkest, most remote and forgotten corner of America' (lines 51-54), and as a direct result 'They sent her to Threestep, Georgia' (line 55). This directly connects her placement in Threestep to her interaction with the WPA representative."",
""Answer"": ""C"",
""A"": ""0.0"",
""B"": ""0.05"",
""C"": ""0.95"",
""D"": ""0.0""
}",C,True,True,"The passage clearly states that Miss Spivey told a woman from the WPA that 'she wanted to bring democracy and education to the poorest, darkest, most remote and forgotten corner of America' (lines 51-54), and as a direct result 'They sent her to Threestep, Georgia' (line 55). This directly connects her placement in Threestep to her interaction with the WPA representative.",C,0.0,0.05,0.95,0.0
22,"{
""Reasoning"": ""The passage states 'We all hung there for a minute, thinking hard' after Miss Spivey mentions camels and waits for them to be amazed. This indicates confusion or lack of understanding. Mavis then has to explain that camels are 'like the three kings rode to Bethlehem,' suggesting the students didn't understand what camels were. Their reaction shows they were confused or puzzled, not delighted, fascinated, or worried."",
""Answer"": ""C"",
""A"": ""0.05"",
""B"": ""0.15"",
""C"": ""0.75"",
""D"": ""0.05""
}",C,True,True,"The passage states 'We all hung there for a minute, thinking hard' after Miss Spivey mentions camels and waits for them to be amazed. This indicates confusion or lack of understanding. Mavis then has to explain that camels are 'like the three kings rode to Bethlehem,' suggesting the students didn't understand what camels were. Their reaction shows they were confused or puzzled, not delighted, fascinated, or worried.",C,0.05,0.15,0.75,0.05
23,"{
""Reasoning"": ""According to the passage, early 1990s textbooks asserted that 'sensations of pressure and vibration were believed to travel only along myelinated, fast-signaling nerve fibers.' The passage also states that 'Preventing fast fibers from firing... seemed to eliminate the sensation of pressure altogether.' Since vibrations were believed to travel only on fast fibers, blocking these fibers would logically impair the ability to perceive vibrations."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.1,
""C"": 0.05,
""D"": 0.8
}",D,True,True,"According to the passage, early 1990s textbooks asserted that 'sensations of pressure and vibration were believed to travel only along myelinated, fast-signaling nerve fibers.' The passage also states that 'Preventing fast fibers from firing... seemed to eliminate the sensation of pressure altogether.' Since vibrations were believed to travel only on fast fibers, blocking these fibers would logically impair the ability to perceive vibrations.",D,0.05,0.1,0.05,0.8
24,"{
""Reasoning"": ""The 1993 experiment showed that soft stroking prompted two signals: one immediate and one delayed. The delayed signal was identified as traveling at speeds characteristic of slow, unmyelinated fibers (about 1 meter/second), confirming these fibers' presence in human hairy skin. This directly supports the conclusion that gentle pressure is sensed by both fast fibers (immediate signal) and slow fibers (delayed signal)."",
""Answer"": ""C"",
""A"": ""0.05"",
""B"": ""0.05"",
""C"": ""0.85"",
""D"": ""0.05""
}",C,True,True,"The 1993 experiment showed that soft stroking prompted two signals: one immediate and one delayed. The delayed signal was identified as traveling at speeds characteristic of slow, unmyelinated fibers (about 1 meter/second), confirming these fibers' presence in human hairy skin. This directly supports the conclusion that gentle pressure is sensed by both fast fibers (immediate signal) and slow fibers (delayed signal).",C,0.05,0.05,0.85,0.05
25,"{
""Reasoning"": ""According to the passage, in 1999 the researchers 'looked more closely at the characteristics of the slow fibers' and named them CT fibers due to their 'exquisite sensitivity to slow, gentle tactile stimulation, but unresponsiveness to noxious stimuli like pinpricks.' This indicates they were investigating what sensations these fibers could detect and convey. The passage doesn't suggest they were primarily studying hair relationship, pain perception, or microneurography effects."",
""Answer"": ""A"",
""A"": 0.85,
""B"": 0.08,
""C"": 0.05,
""D"": 0.02
}",A,True,True,"According to the passage, in 1999 the researchers 'looked more closely at the characteristics of the slow fibers' and named them CT fibers due to their 'exquisite sensitivity to slow, gentle tactile stimulation, but unresponsiveness to noxious stimuli like pinpricks.' This indicates they were investigating what sensations these fibers could detect and convey. The passage doesn't suggest they were primarily studying hair relationship, pain perception, or microneurography effects.",A,0.85,0.08,0.05,0.02
26,"{
""Reasoning"": ""According to the passage, when researchers used functional MRI to examine brain activity during gentle brushing, they found that 'In normal subjects, both the somatosensory and insular cortices were activated, but only the insular cortex [which processes emotion] was active when researchers brushed G.L.'s arm.' This clearly shows that G.L. differed in having only one cortex activated (insular) versus two cortices in normal subjects."",
""Answer"": ""A"",
""A"": ""0.95"",
""B"": ""0.02"",
""C"": ""0.02"",
""D"": ""0.01""
}",A,True,True,"According to the passage, when researchers used functional MRI to examine brain activity during gentle brushing, they found that 'In normal subjects, both the somatosensory and insular cortices were activated, but only the insular cortex [which processes emotion] was active when researchers brushed G.L.'s arm.' This clearly shows that G.L. differed in having only one cortex activated (insular) versus two cortices in normal subjects.",A,0.95,0.02,0.02,0.01
27,"{
""Reasoning"": ""The passage describes how CT fibers convey an emotional quality of touch rather than conscious sensations. This is demonstrated through G.L.'s case, where despite lacking fast-conducting fibers, she still experienced pleasant sensations when her arm was brushed (activating CT fibers). The fMRI studies showed that when CT fibers were stimulated, the insular cortex (which processes emotion) was activated, confirming that CT fibers specifically provide pleasurable, emotional sensations."",
""Answer"": ""B"",
""A"": 0.0,
""B"": 0.95,
""C"": 0.02,
""D"": 0.03
}",B,True,True,"The passage describes how CT fibers convey an emotional quality of touch rather than conscious sensations. This is demonstrated through G.L.'s case, where despite lacking fast-conducting fibers, she still experienced pleasant sensations when her arm was brushed (activating CT fibers). The fMRI studies showed that when CT fibers were stimulated, the insular cortex (which processes emotion) was activated, confirming that CT fibers specifically provide pleasurable, emotional sensations.",B,0.0,0.95,0.02,0.03
28,"{
""Reasoning"": ""In the first few lines of Passage 1, Beveridge explicitly states 'It is a noble land that God has given us' and later refers to 'a glorious history our God has bestowed upon His chosen people.' The passage repeatedly frames America's resources, size, and power as divine gifts or blessings from God, using religious language to emphasize this point. There's no mention of foreign invasion, European replication, or other countries' envy."",
""Answer"": ""C"",
""A"": 0.05,
""B"": 0.02,
""C"": 0.9,
""D"": 0.03
}",C,True,True,"In the first few lines of Passage 1, Beveridge explicitly states 'It is a noble land that God has given us' and later refers to 'a glorious history our God has bestowed upon His chosen people.' The passage repeatedly frames America's resources, size, and power as divine gifts or blessings from God, using religious language to emphasize this point. There's no mention of foreign invasion, European replication, or other countries' envy.",C,0.05,0.02,0.9,0.03
29,"{
""Reasoning"": ""In Passage 2, Bryan states 'it was God himself who placed in every human heart the love of liberty. He never made a race of people so low in the scale of civilization or intelligence that it would welcome a foreign master.' This clearly indicates Bryan believes the desire for self-rule is an innate, God-given quality in all humans, not merely a reaction to imperialism, a sign of equality, or a result of US foreign policy."",
""Answer"": ""D"",
""A"": 0.05,
""B"": 0.15,
""C"": 0.1,
""D"": 0.7
}",D,True,True,"In Passage 2, Bryan states 'it was God himself who placed in every human heart the love of liberty. He never made a race of people so low in the scale of civilization or intelligence that it would welcome a foreign master.' This clearly indicates Bryan believes the desire for self-rule is an innate, God-given quality in all humans, not merely a reaction to imperialism, a sign of equality, or a result of US foreign policy.",D,0.05,0.15,0.1,0.7
30,"{
""Reasoning"": ""Both passages express admiration for American history and founding principles, but in different ways. Beveridge (Passage 1) praises America's 'glorious history' with references to Liberty Bell and expansion. Bryan (Passage 2) invokes founding fathers like Henry, Jefferson, Washington, and Lincoln, admiring their defense of liberty and self-government. While Bryan mentions liberty more broadly, both authors specifically reference American historical figures and founding principles as central to their arguments."",
""Answer"": ""A"",
""A"": 0.85,
""B"": 0.05,
""C"": 0.08,
""D"": 0.02
}",A,True,True,"Both passages express admiration for American history and founding principles, but in different ways. Beveridge (Passage 1) praises America's 'glorious history' with references to Liberty Bell and expansion. Bryan (Passage 2) invokes founding fathers like Henry, Jefferson, Washington, and Lincoln, admiring their defense of liberty and self-government. While Bryan mentions liberty more broadly, both authors specifically reference American historical figures and founding principles as central to their arguments.",A,0.85,0.05,0.08,0.02
31,"{
""Reasoning"": ""Beveridge (Passage 1) portrays American liberty as exemplary and uses this as justification for expansion into Hawaii, Puerto Rico, Philippines, and Cuba, suggesting these regions would benefit from American governance. Bryan (Passage 2) directly opposes this imperial expansion, arguing it contradicts America's own principles of self-government and liberty. He warns that becoming an empire would undermine the very liberty that defines America, citing historical figures who championed self-governance."",
""Answer"": ""B"",
""A"": 0.1,
""B"": 0.8,
""C"": 0.05,
""D"": 0.05
}",B,True,True,"Beveridge (Passage 1) portrays American liberty as exemplary and uses this as justification for expansion into Hawaii, Puerto Rico, Philippines, and Cuba, suggesting these regions would benefit from American governance. Bryan (Passage 2) directly opposes this imperial expansion, arguing it contradicts America's own principles of self-government and liberty. He warns that becoming an empire would undermine the very liberty that defines America, citing historical figures who championed self-governance.",B,0.1,0.8,0.05,0.05
32,"{
""Reasoning"": ""In Passage 2, Bryan argues that subject races will 'protest against such a policy and resist to the extent of their ability' and emphasizes that 'God himself placed in every human heart the love of liberty' and 'never made a race of people so low... that it would welcome a foreign master.' This directly contradicts Beveridge's vision in Passage 1 of Americans pouring into these territories and establishing governance, suggesting Bryan would find this naive because it ignores the islanders' inevitable resistance to foreign rule."",
""Answer"": ""D"",
""A"": ""0.05"",
""B"": ""0.15"",
""C"": ""0.1"",
""D"": ""0.7""
}",D,True,True,"In Passage 2, Bryan argues that subject races will 'protest against such a policy and resist to the extent of their ability' and emphasizes that 'God himself placed in every human heart the love of liberty' and 'never made a race of people so low... that it would welcome a foreign master.' This directly contradicts Beveridge's vision in Passage 1 of Americans pouring into these territories and establishing governance, suggesting Bryan would find this naive because it ignores the islanders' inevitable resistance to foreign rule.",D,0.05,0.15,0.1,0.7
33,"{
""Reasoning"": ""The passage clearly states that light exposure stimulates seed germination. In lines 28-30, the authors conclude that 'soil disturbance gives weed seeds a ""light break,"" and this stimulates their germination.' Additionally, lines 36-38 mention that 'light exposures from plowing may be less than one millisecond, that can be enough to induce seed germination.' Germination is the beginning of a seed's development process."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,True,,,,,,
34,"{
""Reasoning"": ""The passage states that 'No crops were planted in these pilot experiments, to avoid possible competition with the emerging weeds.' This implies that if crops had been planted, they would have competed with weeds, reducing weed coverage. The experiment showed 80% weed coverage on day-plowed fields and 2% on night-plowed fields without crop competition. With crops present, both percentages would likely have been lower due to competition for resources."",
""Answer"": ""A"",
""A"": 0.85,
""B"": 0.05,
""C"": 0.05,
""D"": 0.05
}",A,True,True,"The passage states that 'No crops were planted in these pilot experiments, to avoid possible competition with the emerging weeds.' This implies that if crops had been planted, they would have competed with weeds, reducing weed coverage. The experiment showed 80% weed coverage on day-plowed fields and 2% on night-plowed fields without crop competition. With crops present, both percentages would likely have been lower due to competition for resources.",A,0.85,0.05,0.05,0.05
35,"{
""Reasoning"": ""Looking at the table, I need to find which soil sample disturbed in darkness had the fewest seedlings emerge. Examining the 'darkness' column: Sample A shows 0 seedlings, Sample B shows 1, Sample C shows 2, Sample D shows 3, and so on. Sample A clearly has the fewest (zero) seedlings that emerged when disturbed in darkness."",
""Answer"": ""A"",
""A"": 0.95,
""B"": 0.02,
""C"": 0.02,
""D"": 0.01
}",A,True,True,"Looking at the table, I need to find which soil sample disturbed in darkness had the fewest seedlings emerge. Examining the 'darkness' column: Sample A shows 0 seedlings, Sample B shows 1, Sample C shows 2, Sample D shows 3, and so on. Sample A clearly has the fewest (zero) seedlings that emerged when disturbed in darkness.",A,0.95,0.02,0.02,0.01
